,internal_storage,warp_size,weft_size,type,item_no,warp_a,warp_b,weft_a,weft_b,warp_dens,weft_dens,warp_nominal,weft_nominal,warp_nominal_norm,weft_nominal_norm,warp_nominal_scaled,weft_nominal_scaled,warp_dens_norm,weft_dens_norm,warp_dens_scaled,weft_dens_scaled
282,2008-0134-001-21,460,260,textile,0,0.4,0.6,0.4,0.6,14.0,12.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.0394922818768777,0.07700856286565191,-0.9111681618913746,0.7571149656997327
283,2008-0134-001-22,400,800,funeral_shroud,0,0.4,0.8,0.4,0.8,18.0,12.0,0.6,0.6,0.0905559543162865,0.08125189554701784,2.159734341551721,1.1730042617784109,0.05077579098455704,0.07700856286565191,-0.45100278851159653,0.7571149656997327
285,2008-0134-001-27,450,200,f_strip,0,0.4,0.6,0.5,0.8,14.0,10.0,0.5,0.65,0.0754632952635721,0.08802288684260266,0.8588282616191807,1.6639282676338205,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
286,2008-0131-003-03,120,30,n_band,0,0.3,0.5,0.4,0.6,15.0,12.0,0.4,0.5,0.06037063621085768,0.0677099129558482,-0.44207781831335946,0.1911562500675928,0.04231315915379753,0.07700856286565191,-0.7961268185464301,0.7571149656997327
287,2008-0142-002,400,400,funeral_shroud,0,0.5,0.6,0.5,0.6,13.0,8.0,0.55,0.55,0.0830096247899293,0.07448090425143303,1.5092813015854516,0.6820802559230024,0.036671404599957866,0.051339041910434605,-1.0262095052363192,-0.7843983878871098
288,2008-0142-003,400,600,funeral_shroud,0,0.5,0.6,0.5,0.6,13.0,9.0,0.55,0.55,0.0830096247899293,0.07448090425143303,1.5092813015854516,0.6820802559230024,0.036671404599957866,0.057756422149238935,-1.0262095052363192,-0.3990200494903992
290,2008-0142-005,100,50,m_band,1,0.4,0.6,0.4,0.6,11.0,8.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.03102965004611819,0.051339041910434605,-1.256292191926208,-0.7843983878871098
291,2008-0142-005,100,10,n_band,2,0.4,0.6,0.4,0.6,11.0,8.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.03102965004611819,0.051339041910434605,-1.256292191926208,-0.7843983878871098
292,2008-0142-005,100,15,n_band,3,0.4,0.6,0.4,0.6,11.0,8.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.03102965004611819,0.051339041910434605,-1.256292191926208,-0.7843983878871098
293,2008-0142-006,220,40,n_band,0,0.4,0.8,0.4,0.8,8.0,6.0,0.6,0.6,0.0905559543162865,0.08125189554701784,2.159734341551721,1.1730042617784109,0.022567018215358687,0.03850428143282596,-1.6014162219610415,-1.555155064680531
294,2008-0142-007,1300,20,n_band,0,0.4,0.6,0.4,0.6,10.0,7.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.028208772769198358,0.04492166167163028,-1.3713335352711526,-1.1697767262838206
295,2008-0142-008,300,960,funeral_shroud,0,0.4,0.6,0.4,0.6,12.0,8.0,0.5,0.5,0.0754632952635721,0.0677099129558482,0.8588282616191807,0.1911562500675928,0.033850527323038025,0.051339041910434605,-1.1412508485812636,-0.7843983878871098
296,2008-0138-001-29,55,30,fabric,1,0.4,0.6,0.3,0.5,20.0,12.0,0.5,0.4,0.0754632952635721,0.05416793036467856,0.8588282616191807,-0.7906917616432253,0.056417545538396716,0.07700856286565191,-0.22092010182170754,0.7571149656997327
297,2008-0138-001-29,25,50,fabric,2,0.4,0.6,0.3,0.5,20.0,12.0,0.5,0.4,0.0754632952635721,0.05416793036467856,0.8588282616191807,-0.7906917616432253,0.056417545538396716,0.07700856286565191,-0.22092010182170754,0.7571149656997327
298,2008-0138-001-29,35,35,fabric,3,0.4,0.6,0.3,0.5,20.0,12.0,0.5,0.4,0.0754632952635721,0.05416793036467856,0.8588282616191807,-0.7906917616432253,0.056417545538396716,0.07700856286565191,-0.22092010182170754,0.7571149656997327
299,2008-138-003-01,120,100,textile,0,0.3,0.5,0.4,0.6,14.0,10.0,0.4,0.5,0.06037063621085768,0.0677099129558482,-0.44207781831335946,0.1911562500675928,0.0394922818768777,0.06417380238804325,-0.9111681618913746,-0.01364171109368855
300,2008-138-003-02,200,25,n_band,1,0.4,0.6,0.3,0.5,22.0,14.0,0.5,0.4,0.0754632952635721,0.05416793036467856,0.8588282616191807,-0.7906917616432253,0.06205930009223638,0.08984332334326056,0.00916258486818146,1.527871642493154
301,2008-138-003-02,180,25,n_band,2,0.4,0.6,0.3,0.5,22.0,14.0,0.5,0.4,0.0754632952635721,0.05416793036467856,0.8588282616191807,-0.7906917616432253,0.06205930009223638,0.08984332334326056,0.00916258486818146,1.527871642493154
302,2008-138-003-03,220,20,n_band,1,0.4,0.6,0.3,0.5,28.0,14.0,0.5,0.4,0.0754632952635721,0.05416793036467856,0.8588282616191807,-0.7906917616432253,0.0789845637537554,0.08984332334326056,0.6994106449378484,1.527871642493154
